Cylinders,Transmission,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,M6,9.9,7.8,9.0,31,208
4,AS6,9.8,7.5,8.8,32,208
4,AS6,9.7,7.7,8.8,32,208
4,AS6,11.4,8.3,10.0,28,231
4,M6,12.9,9.2,11.3,25,261
4,AS6,12.6,9.7,11.3,25,261
4,AS6,12.0,9.3,10.8,26,251
12,AM7,22.2,12.7,17.9,16,420
12,AM7,23.6,14.1,19.3,15,452
10,AM7,16.4,11.4,14.2,20,331
10,AM7,16.9,11.8,14.6,19,340
4,AS9,11.9,9.0,10.6,27,248
6,AS8,16.2,12.1,14.3,20,336
6,AS8,14.2,10.2,12.4,23,291
8,AS8,17.2,12.5,15.1,19,356
8,AS8,17.2,12.5,15.1,19,356
6,AS8,14.2,10.2,12.4,23,291
8,AS8,16.6,12.3,14.7,19,344
4,AS9,11.3,7.9,9.7,29,229
4,AV,5.5,5.9,5.7,50,132
4,AV6,5.8,6.1,5.9,48,139
6,AS6,11.4,7.6,9.7,29,225
4,AS8,10.6,7.2,9.0,31,212
4,AS8,11.3,7.8,9.7,29,227
6,AS8,11.9,8.1,10.2,28,237
6,AS6,12.4,9.0,10.9,26,254
6,AS8,12.5,8.6,10.7,26,251
6,AV8,8.1,6.9,7.6,37,177
8,AS8,14.9,9.7,12.5,23,293
8,AS6,15.7,11.7,13.9,20,322
4,AS8,10.6,7.2,9.0,31,212
6,AS6,12.6,9.2,11.1,25,258
6,AS8,12.3,8.5,10.6,27,246
6,AS6,12.6,9.2,11.1,25,258
8,AS8,14.4,9.6,12.3,23,286
8,AS8,15.2,10.2,12.9,22,303
8,AS8,15.2,10.2,12.9,22,303
8,AV8,12.7,10.1,11.5,25,268
8,AS8,18.3,12.9,15.9,18,371
4,AS6,10.6,8.4,9.6,29,225
4,AS6,10.8,8.8,9.9,29,231
4,AV6,7.1,7.7,7.4,38,172
4,AS8,10.6,7.4,9.0,31,214
6,AS6,12.6,9.2,11.1,25,258
6,AS8,12.3,8.5,10.6,27,246
6,AS6,12.6,9.2,11.1,25,258
8,AS8,15.2,9.5,12.6,22,289
6,AS8,12.2,8.9,10.7,26,251
6,AV6,7.7,8.2,8.0,35,186
4,AS6,12.4,9.0,10.9,26,256
4,AS6,12.8,9.1,11.1,25,261
6,AS6,14.7,9.8,12.5,23,293
6,AS6,14.2,9.8,12.2,23,287
6,AS6,15.7,11.2,13.7,21,322
4,AS6,13.1,9.4,11.4,25,268
6,A6,14.7,10.2,12.7,22,298
6,AS6,14.1,9.7,12.1,23,283
6,AS6,14.4,10.3,12.5,23,293
4,AS6,10.5,7.0,8.9,32,210
6,AS6,12.8,8.7,10.9,26,257
4,AS6,10.8,7.5,9.3,30,220
6,AS6,13.8,9.7,11.9,24,279
4,AV,5.7,6.0,5.8,49,136
6,AS6,16.2,11.9,14.3,20,334
6,AS6,16.1,12.4,14.4,20,339
6,AS8,14.1,9.8,12.2,23,286
6,AS8,14.5,10.0,12.5,23,293
6,AS8,15.0,10.0,12.6,22,295
8,AS6,18.2,11.4,15.1,19,357
8,AS6,18.2,11.6,15.2,19,360
8,AS8,16.2,11.0,14.0,20,322
6,AS8,15.2,10.2,12.9,22,300
6,AS8,15.1,10.2,12.9,22,302
4,AS6,8.2,6.7,7.6,37,179
4,AS6,8.8,7.3,8.1,35,189
4,AS6,9.0,7.3,8.2,34,192
4,AS6,8.9,7.1,8.1,35,190
4,M6,9.0,6.8,8.0,35,188
4,AS6,9.3,7.6,8.5,33,199
4,AS6,9.8,7.9,9.0,31,210
4,AS6,7.9,5.7,6.9,41,162
4,M6,8.0,5.8,7.0,40,165
4,AS6,8.4,6.1,7.4,38,173
4,AS6,8.2,5.9,7.2,39,169
4,M6,9.3,6.4,8.0,35,189
4,AS6,8.0,5.9,7.0,40,165
4,M6,8.2,5.9,7.1,40,167
4,AS6,8.7,6.5,7.7,37,182
4,AS6,8.2,6.0,7.2,39,170
4,M6,9.2,6.6,8.1,35,190
4,AS5,10.8,8.3,9.7,29,226
4,M6,11.1,8.3,9.8,29,229
4,AS6,8.8,6.1,7.6,37,178
4,AS6,8.5,5.9,7.3,39,171
4,M6,9.4,6.4,8.1,35,188
4,AS6,8.9,6.5,7.8,36,183
4,M6,8.8,6.9,7.8,36,183
8,AS7,13.4,9.6,11.7,24,268
8,AS7,13.4,9.6,11.7,24,268
4,AS7,10.2,7.7,9.1,31,214
8,AS7,15.1,10.8,13.1,22,308
8,AS7,15.3,10.8,13.3,21,310
8,AS7,15.2,11.0,13.3,21,310
8,AS7,20.0,16.6,18.5,15,417
12,AS7,24.3,17.9,21.4,13,476
8,AS7,18.2,14.0,16.3,17,369
4,AS7,10.3,8.1,9.3,30,216
8,AS7,17.3,13.5,15.6,18,366
8,AS7,17.2,12.8,15.2,19,363
8,AM7,14.5,10.8,12.8,22,303
8,AS7,15.7,10.1,13.2,21,313
8,AS7,15.3,10.2,13.0,22,313
12,AS7,18.5,11.8,15.5,18,361
12,AS7,18.0,11.3,15.0,19,355
8,AS7,14.7,9.5,12.4,23,298
12,AS7,16.7,11.2,14.2,20,335
8,AS7,12.4,8.5,10.6,27,252
4,AS7,9.2,6.6,8.0,35,188
4,AS7,10.0,7.5,8.9,32,206
4,AS7,10.1,7.8,9.0,31,212
6,AS7,11.1,9.6,10.4,27,231
4,AS7,9.4,6.4,8.1,35,188
4,AS7,9.8,7.1,8.6,33,198
6,AS7,12.2,8.8,10.7,26,252
8,AS7,13.7,9.3,11.7,24,277
6,AS7,11.9,8.2,10.2,28,240
6,AS7,12.0,8.5,10.4,27,244
6,AS7,11.8,8.4,10.2,28,239
6,AS7,12.4,8.9,10.8,26,253
6,AS7,11.5,8.1,10.0,28,233
8,AS7,12.9,9.6,11.4,25,270
8,AS7,13.7,9.2,11.7,24,275
8,AS7,13.4,8.9,11.4,25,268
8,AS7,19.0,16.5,17.9,16,401
6,AS7,15.2,12.6,14.0,20,298
8,AS7,17.5,13.1,15.5,18,365
4,AS7,9.8,7.4,8.7,32,203
6,AS7,13.3,10.4,12.0,24,282
6,A9,13.6,10.2,12.0,24,281
8,AS7,16.2,11.8,14.2,20,335
12,AS7,18.2,11.7,15.3,18,359
4,AS7,10.8,9.5,10.2,28,233
4,AS7,11.5,10.2,10.9,26,248
6,AS7,12.6,8.6,10.8,26,253
8,AS7,14.7,9.1,12.2,23,294
8,AS7,14.8,9.8,12.5,23,287
8,AS7,14.4,9.8,12.3,23,289
12,AS7,17.3,11.0,14.5,19,340
8,AS7,14.6,9.6,12.3,23,289
4,A9,9.6,7.3,8.5,33,199
6,AS7,11.1,8.1,9.8,29,229
3,AS6,8.7,6.6,7.7,37,181
3,M6,8.4,6.0,7.3,39,172
3,AS6,8.7,6.6,7.7,37,181
3,M6,8.2,6.0,7.2,39,170
3,AS6,9.4,7.0,8.3,34,195
3,M6,9.5,6.6,8.2,34,194
3,AS6,8.7,6.6,7.7,37,181
3,M6,8.2,6.0,7.2,39,170
4,AS6,9.2,7.0,8.2,34,193
4,M6,10.0,7.0,8.7,32,203
4,AS6,9.2,7.0,8.2,34,193
4,M6,10.0,7.0,8.7,32,203
4,AS6,9.7,7.0,8.5,33,198
4,M6,10.6,7.4,9.2,31,215
4,AS6,9.7,7.0,8.5,33,198
4,M6,10.0,7.0,8.7,32,203
4,AS6,10.1,7.7,9.0,31,212
4,M6,9.4,7.6,8.6,33,201
4,AS6,10.1,7.7,9.0,31,212
4,M6,9.4,7.6,8.6,33,201
4,AS6,9.4,7.5,8.5,33,199
4,M6,10.4,7.7,9.2,31,214
4,AS6,10.1,7.7,9.0,31,212
4,M6,9.4,7.6,8.6,33,201
4,AS6,10.1,7.7,9.0,31,212
4,M6,9.4,7.6,8.6,33,201
4,AV6,8.6,6.8,7.8,36,181
4,M5,9.6,7.0,8.4,34,198
4,AV6,9.8,7.6,8.8,32,204
4,M5,10.5,7.7,9.2,31,217
4,AV6,10.2,7.8,9.1,31,210
4,AV6,9.2,7.1,8.3,34,191
4,M5,9.9,7.2,8.7,32,203
3,AV,6.4,5.3,5.9,48,139
3,M5,7.0,5.6,6.3,45,147
4,AV6,9.2,7.5,8.4,34,193
4,AV6,9.7,8.1,9.0,31,207
6,AS6,11.9,8.5,10.4,27,238
4,AV6,9.6,7.6,8.7,32,202
4,M5,10.3,8.0,9.3,30,214
4,AV6,10.5,8.6,9.6,29,223
6,AS7,12.6,9.2,11.1,25,260
6,M6,13.3,9.3,11.5,25,269
6,AS7,13.1,9.6,11.5,25,270
6,M6,13.6,9.7,11.8,24,278
4,AV,8.7,6.0,7.5,38,176
6,AV7,10.3,7.4,9.0,31,212
4,AV7,8.9,6.3,7.7,37,181
4,A5,13.6,10.4,12.1,23,285
4,M5,12.2,10.2,11.3,25,266
6,A5,14.8,10.3,12.7,22,300
6,A5,15.7,11.3,13.7,21,322
6,M6,15.0,11.2,13.3,21,313
6,AM6,14.3,10.5,12.6,22,294
4,AV7,8.5,7.2,7.9,36,186
4,M6,8.5,6.9,7.8,36,183
4,AV7,8.8,7.5,8.2,34,194
4,M6,8.9,7.5,8.3,34,194
4,AV8,9.4,8.1,8.8,32,208
6,AV7,10.9,7.8,9.5,30,223
4,A4,8.8,6.6,7.8,36,184
4,M5,8.6,6.6,7.7,37,182
6,AV7,11.0,8.2,9.8,29,230
6,AV7,11.2,8.3,9.9,29,232
4,AV,9.7,9.0,9.4,30,220
6,AV,11.9,8.6,10.4,27,245
6,AV,12.1,8.9,10.7,26,251
6,AV,12.7,9.0,11.0,26,258
4,AV,9.1,7.1,8.2,34,194
4,AV,9.5,7.4,8.6,33,201
4,AV,8.0,6.1,7.2,39,167
4,M6,8.9,6.6,7.9,36,184
4,AV,7.5,6.0,6.8,42,161
4,M5,8.6,6.5,7.6,37,179
6,AM7,11.6,8.4,10.1,28,238
6,M7,12.3,8.6,10.6,27,249
6,AM7,11.5,8.4,10.1,28,236
6,M7,12.3,8.7,10.7,26,251
6,AM7,12.7,9.0,11.0,26,259
6,M7,12.9,9.0,11.2,25,262
6,AM7,12.7,9.2,11.1,25,260
6,M7,13.4,9.3,11.6,24,272
6,AM7,11.9,8.7,10.5,27,245
6,M7,12.4,8.7,10.7,26,252
6,AM7,12.2,8.7,10.6,27,250
6,M7,12.5,8.9,10.9,26,255
6,AM7,11.7,8.5,10.2,28,240
6,M7,12.3,8.7,10.7,26,251
6,AM7,11.9,8.8,10.5,27,246
6,M7,12.5,9.0,10.9,26,257
6,AM7,12.7,9.2,11.1,25,260
6,M7,13.0,9.2,11.3,25,265
6,AM7,13.1,9.4,11.4,25,268
6,M7,13.4,9.3,11.6,24,272
6,AM7,12.2,8.9,10.7,26,251
6,M7,12.7,8.9,11.0,26,258
6,AM7,12.5,9.1,11.0,26,257
6,M7,12.9,9.2,11.2,25,262
6,AM7,16.0,11.5,14.0,20,329
6,AM7,16.3,11.8,14.3,20,334
6,AM7,12.3,8.9,10.8,26,253
6,M7,12.9,9.0,11.1,25,261
6,AM7,12.8,9.3,11.2,25,260
6,M7,13.1,9.2,11.4,25,267
6,AM7,13.7,9.6,11.9,24,278
6,AM7,13.7,9.6,11.9,24,278
6,AM7,13.7,9.6,11.9,24,278
6,AM7,13.7,9.6,11.9,24,278
6,AM7,10.7,7.4,9.2,31,217
6,M6,11.5,7.9,9.9,29,232
6,AM7,10.9,7.7,9.5,30,222
6,M6,12.1,8.9,10.7,26,250
6,AM7,11.3,7.9,9.8,29,230
6,M6,11.9,8.6,10.4,27,245
6,M6,13.1,9.9,11.6,24,272
6,A8,13.5,9.7,11.8,24,277
6,A8,14.8,10.4,12.8,22,300
6,A8,14.3,9.6,12.2,23,286
8,A8,16.7,11.2,14.2,20,334
8,A8,16.9,11.2,14.3,20,336
6,AM7,10.7,7.4,9.2,31,217
6,M6,11.5,7.9,9.9,29,232
6,M6,13.3,10.1,11.8,24,277
6,AM7,10.9,7.7,9.5,30,222
6,M6,12.1,8.9,10.7,26,250
6,AM7,11.3,7.9,9.8,29,230
6,M6,11.9,8.6,10.4,27,245
6,A7,13.7,10.3,12.2,23,285
6,A7,14.2,10.1,12.3,23,287
6,AM7,12.9,8.4,10.9,26,255
8,AM7,15.1,9.7,12.7,22,298
6,AM7,13.4,8.8,11.4,25,267
6,AM7,13.1,8.7,11.1,25,262
6,AM7,13.4,8.8,11.4,25,267
6,AM7,13.7,8.9,11.5,25,271
8,AM7,15.3,9.7,12.8,22,300
8,AM7,15.4,9.8,12.9,22,303
8,AM7,15.3,9.7,12.8,22,300
8,AM7,15.4,9.8,12.9,22,303
6,A8,13.9,9.5,11.9,24,279
6,A8,12.9,9.3,11.3,25,264
8,A6,17.1,12.0,14.8,19,348
8,A8,15.8,10.9,13.6,21,319
6,A8,14.6,10.1,12.6,22,294
8,A6,17.7,12.7,15.4,18,362
8,A8,16.2,11.5,14.1,20,330
4,A9,11.2,8.1,9.8,29,231
12,AS8,19.2,12.4,16.1,18,373
12,AS8,19.2,12.4,16.1,18,373
12,AS8,20.9,12.7,17.2,16,403
12,AS8,20.7,12.9,17.2,16,404
12,AS8,20.9,12.7,17.2,16,403
12,AS8,20.7,12.9,17.2,16,404
12,AS8,18.8,11.8,15.6,18,367
4,AS6,9.6,7.0,8.4,34,197
4,M6,10.9,7.9,9.6,29,224
4,AV7,8.3,6.3,7.4,38,173
4,M6,8.6,6.6,7.7,37,180
4,AS6,10.2,7.6,9.0,31,211
4,M6,10.2,7.7,9.0,31,210
3,AM6,7.5,6.1,6.9,41,157
3,AM6,7.5,6.1,6.9,41,157
4,AS6,9.6,7.0,8.4,34,197
4,M6,10.9,7.9,9.6,29,224
4,AV8,10.2,8.5,9.4,30,222
4,AV6,9.6,7.5,8.7,32,204
4,M6,10.6,8.4,9.6,29,227
4,AV6,8.5,6.4,7.6,37,177
4,M5,9.5,7.0,8.4,34,197
4,AV6,8.5,6.4,7.6,37,177
4,M5,9.5,7.0,8.4,34,197
4,AV6,9.0,6.5,7.9,36,185
4,M6,10.7,7.8,9.4,30,220
6,AV6,11.9,8.2,10.2,28,239
4,AV6,9.3,7.1,8.3,34,196
4,M6,11.0,8.2,9.7,29,228
6,AV6,12.0,8.6,10.5,27,246
4,AV8,12.5,9.5,11.2,25,254
4,M6,11.3,8.4,10.0,28,233
4,M6,13.8,10.2,12.2,23,285
4,AV6,9.1,7.0,8.1,35,191
4,M5,10.2,7.7,9.1,31,214
4,AV6,7.9,6.9,7.5,38,175
6,AS5,14.2,11.1,12.8,22,298
6,AS5,14.2,11.1,12.8,22,298
6,AS6,11.4,7.6,9.7,29,225
4,AS6,9.4,6.7,8.2,34,192
6,AS6,11.0,7.7,9.5,30,222
4,AV,5.5,6.0,5.7,50,134
4,AV,5.7,6.0,5.9,48,137
4,A4,8.6,6.5,7.6,37,179
4,AV,8.2,6.2,7.3,39,171
4,AV7,7.9,6.1,7.1,40,166
4,M6,8.4,6.4,7.5,38,174
4,AV,7.7,5.6,6.8,42,160
4,AV,7.7,6.0,6.9,41,162
6,AS6,12.5,9.3,11.1,25,260
6,AS6,13.0,9.8,11.6,24,272
6,AV6,8.6,8.4,8.5,33,198
6,AV6,8.4,8.3,8.4,34,195
4,AV,4.4,4.6,4.5,63,104
4,AV,4.5,5.1,4.7,60,111
4,AV,5.4,5.8,5.6,50,131
4,AS6,10.1,7.7,9.0,31,212
4,AS6,10.5,8.2,9.5,30,220
4,AV6,6.9,7.6,7.2,39,169
4,AS6,10.0,7.6,8.9,32,208
4,AS6,10.6,8.1,9.4,30,220
8,AS6,18.8,14.0,16.6,17,382
6,AS6,13.0,9.5,11.4,25,267
6,AS6,14.4,10.2,12.5,23,290
4,AS6,12.0,10.0,11.1,25,261
6,AS6,12.6,10.0,11.4,25,267
4,AS6,12.7,10.5,11.7,24,274
4,M5,12.4,11.4,11.9,24,279
6,AS6,13.1,10.5,11.9,24,280
6,M6,13.6,11.2,12.5,23,292
6,M6,13.8,11.7,12.9,22,300
8,AS6,15.9,12.3,14.3,20,335
8,AS6,17.3,13.0,15.4,18,360
8,AS6,16.9,12.9,15.1,19,351
8,AS6,18.2,14.1,16.3,17,380
4,AS6,11.6,9.0,10.4,27,244
6,AS6,12.5,9.0,10.9,26,256
4,AS6,11.6,9.2,10.5,27,241
6,AS6,12.8,9.3,11.3,25,263
4,AS6,7.2,5.6,6.4,44,151
4,M6,7.6,5.7,6.7,42,157
4,A4,7.8,6.6,7.3,39,170
4,M5,7.7,6.3,7.1,40,165
4,AS6,9.6,7.0,8.4,34,196
4,M5,9.5,6.9,8.4,34,196
4,AS6,9.6,7.0,8.4,34,196
4,AS6,9.7,7.5,8.7,32,203
4,AM6,10.7,7.7,9.3,30,217
4,AS6,9.3,6.5,8.1,35,189
4,M5,9.3,6.4,8.0,35,187
4,AM6,9.5,7.2,8.5,33,198
4,M6,9.4,6.9,8.3,34,193
4,AM6,10.4,7.9,9.3,30,216
4,M6,10.9,7.7,9.4,30,220
4,AS6,9.4,6.8,8.2,34,193
4,M5,9.5,6.6,8.2,34,192
4,AS6,8.5,6.0,7.3,39,173
4,M5,8.3,5.9,7.2,39,168
4,AS6,9.2,6.4,8.0,35,186
4,M5,9.4,6.4,8.1,35,189
4,AM6,9.8,7.0,8.6,33,201
4,M6,10.1,7.2,8.8,32,207
4,AM7,5.7,4.9,5.3,53,124
4,AS6,9.4,6.3,8.0,35,187
4,M6,9.5,6.4,8.1,35,189
6,AM6,11.9,8.5,10.4,27,243
4,AS6,11.7,9.5,10.7,26,251
4,M6,13.0,9.0,11.2,25,259
4,AS6,11.6,9.3,10.6,27,248
6,AS8,14.1,10.4,12.4,23,292
5,AS6,11.8,8.6,10.3,27,239
4,AS8,9.6,6.7,8.3,34,193
5,AS6,11.6,8.2,10.1,28,233
4,AS8,9.6,6.7,8.3,34,193
5,AS6,11.6,8.2,10.1,28,233
4,AS8,10.6,7.7,9.3,30,218
4,AS8,11.3,8.2,9.9,29,231
6,AS6,13.0,9.0,11.2,25,259
6,AS6,13.0,9.0,11.2,25,259
4,AS8,9.6,6.7,8.3,34,193
5,AS6,11.8,8.6,10.3,27,239
4,AS8,9.6,6.7,8.3,34,193
5,AS6,11.6,8.2,10.1,28,233
4,AS8,11.3,8.2,9.9,29,231
6,AS6,13.0,9.0,11.2,25,259
6,AS6,13.0,9.0,11.2,25,259
4,AS8,10.3,7.6,9.1,31,213
5,AS6,12.5,9.2,11.0,26,254
4,AS8,11.0,8.1,9.7,29,226
4,AS8,11.8,9.1,10.6,27,247
6,AS6,13.7,10.1,12.0,24,276
4,AS8,10.3,7.6,9.1,31,213
5,AS6,12.5,9.2,11.0,26,254
4,AS8,10.6,9.1,10.0,28,232
4,AS8,10.8,9.5,10.2,28,239
4,AS8,11.5,9.5,10.6,27,247
4,AM8,9.4,6.8,8.2,34,192
6,AS9,12.6,9.0,11.0,26,259
6,AS9,12.2,9.0,10.7,26,251
6,AM7,9.1,9.0,9.0,31,210
6,AM9,11.1,10.8,11.0,26,261
6,AS6,12.4,8.7,10.7,26,250
6,AM7,8.2,7.8,8.1,35,190
4,AM8,9.6,6.6,8.3,34,197
6,AS9,11.2,7.5,9.6,29,226
4,AM6,9.7,6.9,8.4,34,197
4,AM6,9.7,6.9,8.4,34,197
4,A8,10.0,7.2,8.7,32,205
4,A8,10.5,7.7,9.2,31,217
6,A8,13.8,9.6,11.9,24,280
12,A8,15.5,11.4,13.7,21,322
12,A8,16.7,10.9,14.1,20,331
12,A8,17.5,11.4,14.7,19,345
12,AM7,19.4,12.8,16.4,17,388
12,M7,23.2,14.4,19.2,15,450
4,AM7,9.1,6.8,8.0,35,188
4,AM6,9.7,7.5,8.7,32,205
4,AM6,10.8,8.0,9.5,30,223
4,AM7,8.6,6.4,7.6,37,177
4,AM7,9.8,7.7,8.8,32,205
4,M6,9.9,7.0,8.6,33,204
4,AM7,10.2,8.3,9.3,30,217
4,AS8,11.0,8.0,9.7,29,226
4,M6,10.4,7.3,9.0,31,210
4,AS8,11.3,8.2,9.9,29,231
4,AS8,10.9,7.5,9.4,30,220
6,AS8,11.5,8.2,10.0,28,238
6,AS8,11.5,8.2,10.0,28,238
6,AS8,12.6,8.0,10.5,27,246
8,AS8,12.9,8.0,10.7,26,249
8,AS8,13.1,8.3,10.9,26,255
4,AS6,11.9,8.4,10.3,27,243
4,AS6,11.9,8.4,10.3,27,241
4,AS8,12.0,8.6,10.5,27,246
6,AS8,13.2,9.2,11.4,25,267
4,AS8,11.9,9.6,10.8,26,253
6,AS8,12.6,9.4,11.1,25,260
10,AM7,16.5,11.2,14.1,20,330
10,AM7,16.5,11.2,14.1,20,330
8,AS8,16.2,9.3,13.1,22,309
4,AM6,11.0,8.5,9.9,29,232
6,AM7,13.0,8.5,11.0,26,259
6,M6,13.8,9.0,11.7,24,273
6,AM7,13.3,9.1,11.4,25,266
8,AM7,13.3,8.8,11.3,25,263
8,AM7,13.4,8.8,11.4,25,265
8,AS8,16.2,9.9,13.4,21,312
6,AS8,14.1,9.9,12.2,23,285
4,AM6,10.1,7.8,9.1,31,209
4,AM6,10.1,7.8,9.1,31,209
4,AM6,10.3,8.6,9.5,30,222
12,AS8,18.8,12.2,15.9,18,370
8,AS8,16.1,9.4,13.1,22,307
12,AS8,18.9,11.2,15.4,18,360
8,AS8,17.7,10.3,14.4,20,337
12,AS8,19.6,11.7,16.0,18,375
8,AS8,17.0,9.9,13.8,20,321
12,AS8,19.6,11.7,16.0,18,375
8,AS8,21.3,12.8,17.5,16,407
8,AS8,22.2,13.6,18.3,15,430
4,AS8,10.0,7.2,8.7,32,207
4,AS8,9.8,6.8,8.4,34,197
4,M6,11.1,7.3,9.4,30,219
4,AS8,10.5,7.4,9.1,31,213
4,AS8,10.2,7.4,9.0,31,210
4,AS8,10.0,6.5,8.4,34,200
4,M6,10.2,6.7,8.6,33,202
4,AS8,10.3,6.9,8.8,32,206
4,AS8,10.5,7.4,9.1,31,213
4,AS8,10.5,7.4,9.1,31,213
4,AS8,10.5,7.4,9.1,31,213
6,AS8,11.1,7.8,9.6,29,224
6,M6,12.2,8.2,10.4,27,242
6,AS8,11.4,7.8,9.8,29,228
6,M6,12.2,8.5,10.5,27,246
6,AS8,11.9,8.1,10.2,28,238
4,AS8,10.6,7.3,9.1,31,211
4,AS8,10.5,7.4,9.1,31,213
4,AS8,10.5,7.4,9.1,31,213
6,AS8,11.1,7.8,9.6,29,224
6,M6,12.2,8.2,10.4,27,242
6,AS8,11.9,8.1,10.2,28,238
6,AS8,11.4,7.8,9.8,29,228
6,M6,12.2,8.5,10.5,27,246
6,AS8,11.4,7.8,9.8,29,228
4,AS8,10.5,7.4,9.1,31,213
6,AS8,11.4,7.8,9.8,29,228
6,AS8,12.4,8.4,10.6,27,249
6,AS8,12.4,8.4,10.6,27,249
8,AS8,14.7,9.7,12.5,23,292
8,AS8,13.8,9.1,11.7,24,273
8,AS8,14.7,9.7,12.5,23,292
6,AS8,11.9,8.1,10.2,28,238
8,AS8,13.8,9.1,11.7,24,273
8,AS8,14.7,9.7,12.5,23,292
8,AS8,14.7,9.7,12.5,23,292
8,AS8,14.7,9.7,12.5,23,292
6,AM7,11.8,8.9,10.5,27,245
6,M6,13.1,9.2,11.4,25,267
6,AS8,11.1,7.8,9.6,29,224
6,M6,12.2,8.2,10.4,27,242
6,AS8,11.1,7.8,9.6,29,224
6,M6,12.5,8.4,10.7,26,250
6,AS8,11.4,7.8,9.8,29,228
6,AS8,11.4,7.8,9.8,29,228
6,AM7,14.0,9.7,12.1,23,284
6,M6,13.7,9.1,11.7,24,273
6,AM7,14.1,9.6,12.1,23,283
6,M6,13.7,9.1,11.7,24,273
6,AM7,14.0,9.7,12.1,23,284
6,M6,13.7,9.1,11.7,24,273
8,AM7,17.2,11.6,14.7,19,343
8,M6,16.2,10.9,13.8,20,324
8,AM7,17.2,11.6,14.7,19,343
8,M6,16.2,10.9,13.8,20,324
8,AM7,17.2,11.6,14.7,19,343
8,M6,16.2,10.9,13.8,20,324
12,AS8,17.7,11.9,15.1,19,355
4,AS8,10.5,7.4,9.1,31,213
4,AS8,11.1,8.5,10.0,28,233
6,AS8,12.7,9.1,11.1,25,260
6,AS8,12.7,9.1,11.1,25,260
4,AS8,11.8,8.6,10.3,27,240
8,AS8,16.6,12.1,14.6,19,341
6,AS8,13.0,9.8,11.5,25,270
8,AS8,15.6,11.3,13.7,21,320
8,AS8,16.6,12.1,14.6,19,341
6,AS8,13.0,9.8,11.5,25,270
8,AS8,15.6,11.3,13.7,21,320
6,A6,15.7,10.6,13.4,21,315
6,A6,16.0,10.9,13.7,21,322
4,AS6,9.3,7.2,8.3,34,194
4,AS6,8.6,7.1,7.9,36,185
4,AS6,9.8,7.7,8.8,32,208
4,AS6,8.9,7.6,8.3,34,196
4,A6,11.8,9.1,10.6,27,248
4,A6,11.1,8.4,9.9,29,232
6,AS8,11.2,7.5,9.5,30,224
6,AS8,11.6,8.1,10.0,28,235
4,AS6,11.5,8.0,9.9,29,233
4,AS6,12.1,8.9,10.7,26,250
4,AS6,11.3,7.6,9.7,29,226
4,AS8,10.6,7.7,9.3,30,217
4,M6,11.8,8.0,10.1,28,236
4,AS8,10.7,7.4,9.2,31,216
6,AS8,11.6,8.0,10.0,28,234
4,AS8,10.8,7.9,9.5,30,222
6,AS8,12.2,8.6,10.6,27,248
6,AS8,13.9,9.4,11.9,24,279
6,M6,14.4,10.4,12.6,22,295
4,AS8,11.0,7.8,9.5,30,223
6,AS8,13.0,9.1,11.2,25,263
6,AS8,12.8,8.8,11.0,26,259
4,AS8,11.0,7.8,9.5,30,223
6,AS8,11.6,8.0,10.0,28,234
4,AS8,11.2,8.2,9.8,29,229
6,AS8,12.2,8.6,10.6,27,248
6,AS8,15.0,9.9,12.7,22,299
8,AS8,16.5,11.1,14.0,20,329
8,A8,16.1,11.7,14.1,20,331
6,AS8,12.1,8.6,10.5,27,245
6,AS8,12.9,8.9,11.1,25,260
6,AS6,13.2,8.5,11.1,25,260
6,AS6,13.7,9.0,11.6,24,272
6,AS6,15.0,10.3,12.8,22,299
4,AS8,10.9,7.7,9.5,30,222
4,M6,11.9,8.0,10.1,28,236
6,AS8,12.3,8.6,10.6,27,249
6,M6,14.4,8.4,11.7,24,274
8,AS8,14.2,8.7,11.7,24,273
8,M6,14.3,9.4,12.1,23,284
8,AS10,19.0,11.6,15.6,18,367
8,M6,17.2,12.0,14.9,19,349
4,AV,9.8,9.0,9.4,30,220
4,A6,12.0,9.2,10.7,26,252
4,M6,12.2,9.2,10.9,26,254
6,A8,13.4,9.6,11.7,24,274
4,A6,12.7,9.6,11.3,25,263
6,A8,14.0,9.9,12.2,23,286
6,A8,15.0,13.0,14.1,20,331
8,AS8,15.2,8.9,12.4,23,290
8,M7,14.2,9.0,11.9,24,278
8,AS8,17.6,10.3,14.3,20,336
8,M7,15.6,10.6,13.4,21,312
4,AS6,7.9,5.9,7.0,40,165
4,M6,8.3,6.0,7.3,39,170
4,AS6,8.1,6.0,7.2,39,169
4,AS6,8.1,6.2,7.3,39,172
4,M6,8.3,6.4,7.4,38,173
4,AS6,8.4,6.4,7.5,38,176
4,A6,11.0,7.5,9.4,30,221
4,A6,11.0,7.5,9.4,30,221
6,A6,14.1,9.7,12.1,23,285
4,A6,11.5,8.3,10.1,28,237
4,A6,11.5,8.3,10.1,28,237
6,A6,15.0,10.4,13.0,22,304
8,A6,21.8,14.8,18.6,15,438
8,A6,22.3,14.9,19.0,15,445
4,AS6,10.9,7.9,9.5,30,224
6,AS6,12.5,8.3,10.6,27,249
4,A6,8.8,6.5,7.8,36,182
4,A9,10.7,7.1,9.1,31,212
